Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,Q9D6J5,Q9D6J5,-1.611263699,1.611263699,6.53E-11,7.39E-10,16,Q9D6J5,Ndufb8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUB8_MOUSE,7,-67.26884764,0.327311524,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,endoplasmic reticulum,integral component of membrane","molecular_function,NADH dehydrogenase (ubiquinone) activity","mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly",
Injured / Non-injured,Q60936,Q60936,-1.842176549,1.842176549,7.27E-11,8.05E-10,16,Q60936,Coq8a,"Atypical kinase COQ8A, mitochondrial",COQ8A_MOUSE,14,-72.10993019,0.278900698,Injured,Non-injured,"mitochondrion,integral component of membrane","ATP binding,kinase activity,ADP binding,protein kinase activity","ubiquinone biosynthetic process,phosphorylation,protein phosphorylation",
Injured / Non-injured,Q91YP0,Q91YP0,-1.59696738,1.59696738,7.42E-11,8.05E-10,16,Q91YP0,L2hgdh,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HDH_MOUSE,19,-66.94288744,0.330571126,Injured,Non-injured,"mitochondrion,integral component of membrane",2-hydroxyglutarate dehydrogenase activity,"cellular protein metabolic process,oxidation-reduction process",
Injured / Non-injured,Q9CZN7,Q9CZN7,-1.571897033,1.571897033,7.78E-11,8.28E-10,16,Q9CZN7,Shmt2,Serine hydroxymethyltransferase,Q9CZN7_MOUSE,33,-66.36341919,0.336365808,Injured,Non-injured,"nucleus,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,microtubule cytoskeleton,mitochondrial nucleoid,extracellular exosome,BRISC complex","chromatin binding,glycine hydroxymethyltransferase activity,L-allo-threonine aldolase activity,amino acid binding,pyridoxal phosphate binding,identical protein binding","glycine metabolic process,L-serine metabolic process,L-serine biosynthetic process,one-carbon metabolic process,positive regulation of cell proliferation,glycine biosynthetic process from serine,response to type I interferon,tetrahydrofolate interconversion,tetrahydrofolate metabolic process,protein tetramerization,protein homotetramerization,protein K63-linked deubiquitination",
Injured / Non-injured,P45952,P45952,-1.820851882,1.820851882,8.08E-11,8.42E-10,16,P45952,Acadm,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM_MOUSE,34,-71.69462156,0.283053784,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial matrix,nuclear speck,axon,mitochondrial membrane,extracellular exosome","acyl-CoA dehydrogenase activity,identical protein binding,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity","liver development,glycogen biosynthetic process,organic acid metabolic process,regulation of gluconeogenesis,fatty acid beta-oxidation,heart development,response to cold,carnitine metabolic process,post-embryonic development,carnitine metabolic process, CoA-linked,fatty acid beta-oxidation using acyl-CoA dehydrogenase,response to starvation,carnitine biosynthetic process,medium-chain fatty acid metabolic process,medium-chain fatty acid catabolic process,cardiac muscle cell differentiation,oxidation-reduction process",
Injured / Non-injured,Q99JW2,Q99JW2,-2.314357984,2.314357984,8.23E-11,8.42E-10,16,Q99JW2,Acy1,Aminoacylase-1,ACY1_MOUSE,2,-79.89478017,0.201052198,Injured,Non-injured,"cytoplasm,extracellular exosome","aminoacylase activity,metallopeptidase activity,identical protein binding,metal ion binding","proteolysis,cellular amino acid metabolic process",
Injured / Non-injured,Q8BFR5,Q8BFR5,-1.367661498,1.367661498,8.46E-11,8.49E-10,16,Q8BFR5,Tufm,"Elongation factor Tu, mitochondrial",EFTU_MOUSE,31,-61.24811208,0.387518879,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,membrane,mitochondrial nucleoid,myelin sheath,extracellular exosome","RNA binding,translation elongation factor activity,GTPase activity,GTP binding","translational elongation,response to ethanol",
Injured / Non-injured,A0A0J9YUZ4;P63158,A0A0J9YUZ4;P63158,0.9753383,0.9753383,1.04E-10,1.02E-09,16,A0A0J9YUZ4;P63158,Hmgb1,High mobility group protein B1 (Fragment);High mobility group protein B1,A0A0J9YUZ4_MOUSE;HMGB1_MOUSE,15,96.61021778,1.966102178,Injured,Non-injured,";condensed chromosome,extracellular region,extracellular space,nucleus,cytoplasm,early endosome,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,cell surface,transcriptional repressor complex,neuron projection",";four-way junction DNA binding,open form four-way junction DNA binding,crossed form four-way junction DNA binding,bubble DNA binding,lipopolysaccharide binding,phosphatidylserine binding,bent DNA binding,damaged DNA binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,double-stranded RNA binding,single-stranded RNA binding,cytokine activity,protein binding,heparin binding,DNA binding, bending,calcium-dependent protein kinase regulator activity,lyase activity,C-X-C chemokine binding,protein kinase activator activity,DNA polymerase binding,repressing transcription factor binding,supercoiled DNA binding",";eye development,myeloid dendritic cell activation,positive regulation of protein phosphorylation,endothelial cell proliferation,positive regulation of mesenchymal cell proliferation,activation of innate immune response,plasmacytoid dendritic cell activation,macrophage activation involved in immune response,inflammatory response to antigenic stimulus,regulation of tolerance induction,regulation of T cell mediated immune response to tumor cell,base-excision repair,autophagy,inflammatory response,positive regulation of cytosolic calcium ion concentration,regulation of receptor activity,regulation of autophagy,negative regulation of RNA polymerase II transcriptional preinitiation complex assembly,lung development,positive regulation of cell migration,chromatin assembly,regulation of restriction endodeoxyribonuclease activity,activation of protein kinase activity,DNA geometric change,positive regulation of mismatch repair,negative regulation of interferon-gamma production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of interleukin-10 production,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,V(D)J recombination,positive regulation of toll-like receptor 2 signaling pathway,positive regulation of toll-like receptor 4 signaling pathway,positive regulation of toll-like receptor 9 signaling pathway,T-helper 1 cell activation,endothelial cell chemotaxis,positive regulation of activated T cell proliferation,apoptotic cell clearance,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of CD4-positive, alpha-beta T cell differentiation,positive regulation of DNA binding,negative regulation of blood vessel endothelial cell migration,T-helper 1 cell differentiation,innate immune response,positive regulation of innate immune response,positive regulation of myeloid cell differentiation,positive regulation of glycogen catabolic process,positive regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,positive regulation of interleukin-1 beta secretion,induction of positive chemotaxis,positive regulation of DNA ligation,response to glucocorticoid,positive regulation of ERK1 and ERK2 cascade,positive regulation of monocyte chemotaxis,positive regulation of wound healing,neutrophil clearance,positive regulation of NIK/NF-kappaB signaling,positive regulation of sprouting angiogenesis,tumor necrosis factor secretion,negative regulation of apoptotic cell clearance,positive regulation of interleukin-6 secretion,regulation of nucleotide-excision repair,positive regulation of dendritic cell differentiation",TRUE
Injured / Non-injured,O08749,O08749,-1.364949232,1.364949232,1.09E-10,1.02E-09,16,O08749,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH_MOUSE,25,-61.17519004,0.3882481,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial matrix,cilium,motile cilium,acrosomal matrix,myelin sheath,oxoglutarate dehydrogenase complex,pyruvate dehydrogenase complex","dihydrolipoyl dehydrogenase activity,electron carrier activity,lipoamide binding,flavin adenine dinucleotide binding,NAD binding,pyruvate dehydrogenase (NAD+) activity","2-oxoglutarate metabolic process,mitochondrial electron transport, NADH to ubiquinone,proteolysis,gastrulation,aging,lipoate metabolic process,regulation of membrane potential,cell redox homeostasis,sperm capacitation,dihydrolipoamide metabolic process,mitochondrial acetyl-CoA biosynthetic process from pyruvate",TRUE
Injured / Non-injured,P48678,P48678,1.368247979,1.368247979,1.10E-10,1.02E-09,16,P48678,Lmna,Prelamin-A/C,LMNA_MOUSE,41,158.1568678,2.581568678,Injured,Non-injured,"nucleus,nuclear envelope,lamin filament,nucleoplasm,extracellular matrix,nuclear membrane,perinuclear region of cytoplasm","structural molecule activity,protein binding,identical protein binding","nucleus organization,nuclear envelope organization,muscle organ development,negative regulation of cell proliferation,positive regulation of gene expression,establishment of cell polarity,regulation of cell migration,establishment or maintenance of microtubule cytoskeleton polarity,regulation of telomere maintenance,protein localization to nucleus,cellular protein localization,sterol regulatory element binding protein import into nucleus,ventricular cardiac muscle cell development,cellular response to hypoxia,negative regulation of mesenchymal cell proliferation,negative regulation of release of cytochrome c from mitochondria,positive regulation of cell aging,regulation of protein localization to nucleus,negative regulation of cardiac muscle hypertrophy in response to stress,negative regulation of extrinsic apoptotic signaling pathway",
Injured / Non-injured,Q8QZS1,Q8QZS1,-1.635386068,1.635386068,1.06E-10,1.02E-09,16,Q8QZS1,Hibch,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH_MOUSE,22,-67.81157409,0.321884259,Injured,Non-injured,"mitochondrion,extracellular exosome",3-hydroxyisobutyryl-CoA hydrolase activity,valine catabolic process,
Injured / Non-injured,Q9D2R0,Q9D2R0,-2.209637331,2.209637331,1.11E-10,1.02E-09,16,Q9D2R0,Aacs,Acetoacetyl-CoA synthetase,AACS_MOUSE,14,-78.38113529,0.216188647,Injured,Non-injured,cytosol,"ATP binding,acetoacetate-CoA ligase activity,butyrate-CoA ligase activity","liver development,fatty acid metabolic process,response to nutrient,response to purine-containing compound,positive regulation of insulin secretion,response to oleic acid,response to drug,response to starvation,response to ethanol,white fat cell differentiation,adipose tissue development,cellular response to glucose stimulus,cellular response to testosterone stimulus,cellular response to cholesterol",
Injured / Non-injured,Q9R0Q6,Q9R0Q6,-1.114929963,1.114929963,1.16E-10,1.05E-09,16,Q9R0Q6,Arpc1a,Actin-related protein 2/3 complex subunit 1A,ARC1A_MOUSE,12,-53.82864309,0.461713569,Injured,Non-injured,"cytoplasm,Arp2/3 protein complex,muscle cell projection membrane,extracellular exosome","protein binding,actin filament binding",Arp2/3 complex-mediated actin nucleation,
Injured / Non-injured,P16332,P16332,-1.580023195,1.580023195,1.26E-10,1.11E-09,16,P16332,Mut,"Methylmalonyl-CoA mutase, mitochondrial",MUTA_MOUSE,23,-66.5523489,0.334476511,Injured,Non-injured,"mitochondrion,mitochondrial matrix","methylmalonyl-CoA mutase activity,cobalamin binding,metal ion binding,modified amino acid binding","post-embryonic development,homocysteine metabolic process",
Injured / Non-injured,P11930,P11930,-1.83369402,1.83369402,1.43E-10,1.24E-09,16,P11930,Nudt19,Nucleoside diphosphate-linked moiety X motif 19,NUD19_MOUSE,25,-71.94546355,0.280545365,Injured,Non-injured,"mitochondrion,peroxisome","receptor binding,hydrolase activity,metal ion binding",,
Injured / Non-injured,Q9CQ75,Q9CQ75,-1.595566011,1.595566011,1.45E-10,1.24E-09,16,Q9CQ75,Ndufa2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUA2_MOUSE,6,-66.91076166,0.330892383,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial membrane",NADH dehydrogenase (ubiquinone) activity,"mitochondrial respiratory chain complex I assembly,oxidation-reduction process",
Injured / Non-injured,Q99LC3,Q99LC3,-1.352818128,1.352818128,1.53E-10,1.27E-09,16,Q99LC3,Ndufa10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUAA_MOUSE,19,-60.84734975,0.391526502,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial matrix,myelin sheath",NADH dehydrogenase (ubiquinone) activity,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly",
Injured / Non-injured,Q99LC5,Q99LC5,-1.356930371,1.356930371,1.52E-10,1.27E-09,16,Q99LC5,Etfa,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA_MOUSE,20,-60.95879116,0.390412088,Injured,Non-injured,"mitochondrion,mitochondrial electron transfer flavoprotein complex,extracellular exosome","protein binding,electron carrier activity,oxidoreductase activity,flavin adenine dinucleotide binding",fatty acid beta-oxidation using acyl-CoA dehydrogenase,
Injured / Non-injured,Q9Z2I9,Q9Z2I9,-1.491583022,1.491583022,1.65E-10,1.35E-09,16,Q9Z2I9,Sucla2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCB1_MOUSE,21,-64.43778778,0.355622122,Injured,Non-injured,"mitochondrion,myelin sheath,extracellular exosome","succinate-CoA ligase activity,succinate-CoA ligase (ADP-forming) activity,ATP binding,metal ion binding","tricarboxylic acid cycle,succinyl-CoA metabolic process,succinate metabolic process",
Injured / Non-injured,Q9DBL7,Q9DBL7,-1.490494544,1.490494544,1.71E-10,1.38E-09,16,Q9DBL7,Coasy,Bifunctional coenzyme A synthase,COASY_MOUSE,20,-64.41094684,0.355890532,Injured,Non-injured,"mitochondrial matrix,extracellular exosome","dephospho-CoA kinase activity,pantetheine-phosphate adenylyltransferase activity,ATP binding","coenzyme A biosynthetic process,phosphorylation",
Injured / Non-injured,P97823,P97823,-1.630201919,1.630201919,2.00E-10,1.59E-09,16,P97823,Lypla1,Acyl-protein thioesterase 1,LYPA1_MOUSE,9,-67.69570084,0.323042992,Injured,Non-injured,"mitochondrion,cytosol,extracellular exosome","palmitoyl-(protein) hydrolase activity,lipase activity,carboxylic ester hydrolase activity","protein depalmitoylation,fatty acid metabolic process,negative regulation of Golgi to plasma membrane protein transport",
Injured / Non-injured,P14869,P14869,0.602297955,0.602297955,2.07E-10,1.60E-09,16,P14869,Rplp0,60S acidic ribosomal protein P0,RLA0_MOUSE,18,51.81327558,1.518132756,Injured,Non-injured,"nucleus,cytoplasm,endoplasmic reticulum,cytosol,focal adhesion,membrane,cytosolic large ribosomal subunit,dendrite,intracellular ribonucleoprotein complex,cytoplasmic ribonucleoprotein granule,extracellular exosome","RNA binding,structural constituent of ribosome,peptide binding","lactation,response to selenium ion,ribosome biogenesis,cellular response to cAMP,cellular response to interleukin-4,cellular response to Thyroid stimulating hormone,cellular response to phorbol 13-acetate 12-myristate",
Injured / Non-injured,Q8K1Z0,Q8K1Z0,-1.581035378,1.581035378,2.05E-10,1.60E-09,16,Q8K1Z0,Coq9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",COQ9_MOUSE,10,-66.57580725,0.334241927,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane","lipid binding,protein homodimerization activity","mitochondrial electron transport, NADH to ubiquinone,ubiquinone biosynthetic process",
Injured / Non-injured,Q8CAQ8-2,Q8CAQ8-2,-1.311629741,1.311629741,2.27E-10,1.73E-09,16,Q8CAQ8-2,Immt,Isoform 2 of MICOS complex subunit Mic60,MIC60_MOUSE,50,-59.71344747,0.402865525,Injured,Non-injured,,,,
Injured / Non-injured,Q91YH6,Q91YH6,-1.277003172,1.277003172,2.31E-10,1.73E-09,16,Q91YH6,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1",Q91YH6_MOUSE,19,-58.73482029,0.412651797,Injured,Non-injured,"cytoplasm,cytosol,microvillus,membrane,basolateral plasma membrane,apical plasma membrane,lateral plasma membrane,vacuolar proton-transporting V-type ATPase complex,proton-transporting V-type ATPase, V1 domain,extracellular exosome,extrinsic component of synaptic vesicle membrane","ATP binding,hydrogen ion transmembrane transporter activity,hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,protein complex binding","ossification,regulation of pH,excretion,sensory perception of sound,ATP hydrolysis coupled proton transport,proton transport,pH reduction,ATP metabolic process,calcium ion homeostasis,inner ear morphogenesis",
Injured / Non-injured,Q9JIY7,Q9JIY7,-2.315018481,2.315018481,2.36E-10,1.74E-09,16,Q9JIY7,Nat8,N-acetyltransferase 8,NAT8_MOUSE,3,-79.90398266,0.200960173,Injured,Non-injured,"endoplasmic reticulum,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,integral component of membrane,endoplasmic reticulum-Golgi intermediate compartment membrane,extracellular exosome,late recombination nodule","lysine N-acetyltransferase activity, acting on acetyl phosphate as donor,N-acetyltransferase activity,cysteine-S-conjugate N-acetyltransferase activity","gastrulation with mouth forming second,glutathione metabolic process,negative regulation of cell adhesion,positive regulation of gene expression,peptidyl-lysine N6-acetylation,negative regulation of apoptotic process,beta-amyloid metabolic process",
